character	comicbook
DEVLOR	FFOR 14
DEVLOR	FFOR 15
DEVLOR	FFOR 16
DEVLOR	FFOR 17
DEVLOR	FF 416
DEVOOR, ALBERT	M/TIO 67
DEVOOR, ALBERT	FF 263
DEVOS THE DEVESTATOR	FF 359
DEVOS THE DEVESTATOR	FF 366
DEVOS THE DEVESTATOR	FF 369
DEVOS THE DEVESTATOR	FF 390
DEVOS THE DEVESTATOR	FF 370
DEVOS THE DEVESTATOR	FF 371
DEVOS THE DEVESTATOR	FF 372
DEVOURER	DD 335
DEVOURER	DD 336
DEVOURER	AA2 31
DEWITT, KEARSON	IM 258
DEWITT, KEARSON	IM 259
DEWITT, KEARSON	IM 260
DEWITT, KEARSON	IM 261
DEWITT, KEARSON	IM 262
DEWITT, KEARSON	IM 263
DEWITT, KEARSON	IM 264
DEWITT, KEARSON	IM 265
DEWITT, KEARSON	IM 266
DEWITT, KEARSON	IM@ 13
DEWITT, LUCIUS	XFOR 72
DEWOLFF, JEAN	M/TU 49
DEWOLFF, JEAN	M/TU 50
DEWOLFF, JEAN	M/TU 48
DEWOLFF, JEAN	M/TU 51
DEWOLFF, JEAN	MSM 9
DEWOLFF, JEAN	M/TU 60
DEWOLFF, JEAN	M/TU 61
DEWOLFF, JEAN	M/TU 62
DEWOLFF, JEAN	IM 105
DEWOLFF, JEAN	IM 106
DEWOLFF, JEAN	IM 107
DEWOLFF, JEAN	IM 108
DEWOLFF, JEAN	IM 109
DEWOLFF, JEAN	M/TU 65
DEWOLFF, JEAN	M/TU 66
DEWOLFF, JEAN	M/TU 72
DEWOLFF, JEAN	M/TU 88
DEWOLFF, JEAN	ASM 226
DEWOLFF, JEAN	ASM 227
DEWOLFF, JEAN	PPTSS 69
DEWOLFF, JEAN	PPTSS 76
DEWOLFF, JEAN	PPTSS 77
DEWOLFF, JEAN	ASM 239
DEWOLFF, JEAN	PPTSS 78
DEWOLFF, JEAN	PPTSS 79
DEWOLFF, JEAN	PPTSS 81
DEWOLFF, JEAN	PPTSS 83
DEWOLFF, JEAN	PPTSS 90
DEWOLFF, JEAN	PM&IF 105
DEWOLFF, JEAN	PPTSS 91
DEWOLFF, JEAN	PPTSS 93
DEWOLFF, JEAN	VSS 1/2
DEWOLFF, JEAN	PPTSS@ 4
DEWOLFF, JEAN	ASM@ 18
DEWOLFF, JEAN	PPTSS 103
DEWOLFF, JEAN	PPTSS@ 5
DEWOLFF, JEAN	PPTSS 107
DEWOLFF, MEREDITH	SMTU 5
DEX	ASM2 30
DEX	ASM2 31
DEX	ASM2 32
DEXAM	AF2 10
DEXAM	AF2 11
DEXAM	CM5 6
DEZOAN, JOHN	MK3 45
DEZOAN, JOHN	MK3 46
DHEREK	KZ4 19
DHEREK	KZ4 20
DIABLO/ESTEBAN DE ABLO	FF3 35
DIABLO/ESTEBAN DE ABLO	FF3 36
DIABLO/ESTEBAN DE ABLO	AF 21
DIABLO/ESTEBAN DE ABLO	M/:LG 8
DIABLO/ESTEBAN DE ABLO	FF 30
DIABLO/ESTEBAN DE ABLO	FF 35
DIABLO/ESTEBAN DE ABLO	FF@ 3
DIABLO/ESTEBAN DE ABLO	A 41
DIABLO/ESTEBAN DE ABLO	A 42
DIABLO/ESTEBAN DE ABLO	M/SH2 20
DIABLO/ESTEBAN DE ABLO	FF 117
DIABLO/ESTEBAN DE ABLO	FF 118
DIABLO/ESTEBAN DE ABLO	FF 194
DIABLO/ESTEBAN DE ABLO	FF 193
DIABLO/ESTEBAN DE ABLO	FF 232
DIABLO/ESTEBAN DE ABLO	IM 159
DIABLO/ESTEBAN DE ABLO	SWII 7
DIABLO/ESTEBAN DE ABLO	AF@ 1
DIABLO/ESTEBAN DE ABLO	FF 306
DIABLO/ESTEBAN DE ABLO	FF 307
DIABLO/ESTEBAN DE ABLO	M/SH3 8/2
DIABLO/ESTEBAN DE ABLO	AF 102
DIABLO/ESTEBAN DE ABLO	AF 103
DIABLO/ESTEBAN DE ABLO	S-M 19/2
DIABLO/ESTEBAN DE ABLO	S-M 20/2
DIABLO/ESTEBAN DE ABLO	FFOR 13
DIABLO/ESTEBAN DE ABLO	FFOR 14
DIABLO/ESTEBAN DE ABLO	FFOR 16
DIABLO/ESTEBAN DE ABLO	FFOR 17
DIAMOND HEAD	CA 126
DIAMOND LIL/LILLIAN CRAWLEY	AF 11
DIAMOND LIL/LILLIAN CRAWLEY	AF 12
DIAMOND LIL/LILLIAN CRAWLEY	AF 26
DIAMOND LIL/LILLIAN CRAWLEY	AF 27
DIAMOND LIL/LILLIAN CRAWLEY	AF 28
DIAMOND LIL/LILLIAN CRAWLEY	AF 71
DIAMOND LIL/LILLIAN CRAWLEY	AF 72
DIAMOND LIL/LILLIAN CRAWLEY	AF 73
DIAMOND LIL/LILLIAN CRAWLEY	AF 74
DIAMOND LIL/LILLIAN CRAWLEY	AF 75
DIAMOND LIL/LILLIAN CRAWLEY	AF 76
DIAMOND LIL/LILLIAN CRAWLEY	AF 77
DIAMOND LIL/LILLIAN CRAWLEY	AF 78
DIAMOND LIL/LILLIAN CRAWLEY	AF 79
DIAMOND LIL/LILLIAN CRAWLEY	AF 80
DIAMOND LIL/LILLIAN CRAWLEY	AF 81
DIAMOND LIL/LILLIAN CRAWLEY	AF 82
DIAMOND LIL/LILLIAN CRAWLEY	AF 83
DIAMOND LIL/LILLIAN CRAWLEY	AF 84
DIAMOND LIL/LILLIAN CRAWLEY	AF 85
DIAMOND LIL/LILLIAN CRAWLEY	AF 86
DIAMOND LIL/LILLIAN CRAWLEY	AF 87
DIAMOND LIL/LILLIAN CRAWLEY	AF 88
DIAMOND LIL/LILLIAN CRAWLEY	AF 89
DIAMOND LIL/LILLIAN CRAWLEY	AF 90
DIAMOND LIL/LILLIAN CRAWLEY	A 320
DIAMOND LIL/LILLIAN CRAWLEY	A 321
DIAMOND LIL/LILLIAN CRAWLEY	A 322
DIAMOND LIL/LILLIAN CRAWLEY	A 323
DIAMOND LIL/LILLIAN CRAWLEY	A 324
DIAMOND LIL/LILLIAN CRAWLEY	AF 91
DIAMOND LIL/LILLIAN CRAWLEY	AF 94
DIAMOND LIL/LILLIAN CRAWLEY	AF 95
DIAMOND LIL/LILLIAN CRAWLEY	AF 96
DIAMOND LIL/LILLIAN CRAWLEY	AF 97
DIAMOND LIL/LILLIAN CRAWLEY	AF 98
DIAMOND LIL/LILLIAN CRAWLEY	AF 99
DIAMOND LIL/LILLIAN CRAWLEY	AF 100
DIAMOND LIL/LILLIAN CRAWLEY	AF 101
DIAMOND LIL/LILLIAN CRAWLEY	AF 102
DIAMOND LIL/LILLIAN CRAWLEY	AF 103
DIAMOND LIL/LILLIAN CRAWLEY	AF 104
DIAMOND LIL/LILLIAN CRAWLEY	AF 105
DIAMOND LIL/LILLIAN CRAWLEY	AF 109/2
DIAMOND LIL/LILLIAN CRAWLEY	AF2 5
DIAMOND LIL/LILLIAN CRAWLEY	AF2 19
DIAMOND LIL/LILLIAN CRAWLEY	AF2 6
DIAMOND LIL/LILLIAN CRAWLEY	AF2 11
DIAMOND LIL/LILLIAN CRAWLEY	AF2 18
DIAMOND, BOB	DHKF 1/3
DIAMOND, BOB	DHKF 3
DIAMOND, BOB	DHKF 4/2
DIAMOND, BOB	DHKF@ 1
DIAMOND, BOB	DHKF 6
DIAMOND, BOB	DHKF 7/2
DIAMOND, BOB	DHKF 8/2
DIAMOND, BOB	DHKF 9/2
DIAMOND, BOB	DHKF 10/3
DIAMOND, BOB	DHKF 11/2
DIAMOND, BOB	DHKF 13/2
DIAMOND, BOB	DHKF 14/2
DIAMOND, BOB	DHKF 16/3
DIAMOND, BOB	DHKF 17/2
DIAMOND, BOB	DHKF 18/2
DIAMOND, BOB	M/TU 40
DIAMOND, BOB	DHKF 19/2
DIAMOND, BOB	DHKF 20/2
DIAMOND, BOB	DHKF 21/2
DIAMOND, BOB	DHKF 23/2
DIAMOND, BOB	DHKF 26
DIAMOND, BOB	DHKF 29/2
DIAMOND, BOB	DHKF 30
DIAMOND, BOB	DHKF 32/2
DIAMOND, BOB	PM&IF 59
DIAMOND, BOB	PM&IF 64
DIAMOND, BOB	PM&IF 65
DIAMOND, BOB	PM&IF 72
DIAMOND, BOB	PM&IF 73
DIAMOND, BOB	PM&IF 74
DIAMOND, BOB	PM&IF 78
DIAMOND, BOB	PM&IF 79
DIAMOND, BOB	PM&IF 84
DIAMOND, BOB	PM&IF 92
DIAMOND, BOB	PM&IF 93
DIAMOND, BOB	PM&IF 94
DIAMOND, BOB	PM&IF 100
DIAMOND, BOB	PM&IF 104
DIAMOND, BOB	PM&IF 105
DIAMOND, BOB	PM&IF 108
DIAMOND, BOB	PM&IF 109
DIAMOND, BOB	FF3 37
DIAMOND, BOB	FF3 40
DIAMOND, CHUCKY	T2 5
DIAMOND, KATHY	H2 426
DIAMONDBACK	LCHFH 1
DIAMONDBACK	LCHFH 2
DIAMONDBACK II/RACHEL LEIGHTON	CA 400/3
DIAMONDBACK II/RACHEL LEIGHTON	CA 403/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 319
DIAMONDBACK II/RACHEL LEIGHTON	CA 310
DIAMONDBACK II/RACHEL LEIGHTON	CA 311
DIAMONDBACK II/RACHEL LEIGHTON	CA 312
DIAMONDBACK II/RACHEL LEIGHTON	CA 313
DIAMONDBACK II/RACHEL LEIGHTON	CA 315
DIAMONDBACK II/RACHEL LEIGHTON	CA 320
DIAMONDBACK II/RACHEL LEIGHTON	CA 341
DIAMONDBACK II/RACHEL LEIGHTON	CA 342
DIAMONDBACK II/RACHEL LEIGHTON	CA 343
DIAMONDBACK II/RACHEL LEIGHTON	CA 344
DIAMONDBACK II/RACHEL LEIGHTON	CA 345
DIAMONDBACK II/RACHEL LEIGHTON	UX@ 13
DIAMONDBACK II/RACHEL LEIGHTON	CA 357/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 358
DIAMONDBACK II/RACHEL LEIGHTON	CA 359
DIAMONDBACK II/RACHEL LEIGHTON	CA 360
DIAMONDBACK II/RACHEL LEIGHTON	CA 361
DIAMONDBACK II/RACHEL LEIGHTON	CA 362
DIAMONDBACK II/RACHEL LEIGHTON	CA 363
DIAMONDBACK II/RACHEL LEIGHTON	CA 364
DIAMONDBACK II/RACHEL LEIGHTON	CA 365
DIAMONDBACK II/RACHEL LEIGHTON	CA 366
DIAMONDBACK II/RACHEL LEIGHTON	CA 368
DIAMONDBACK II/RACHEL LEIGHTON	CA 369
DIAMONDBACK II/RACHEL LEIGHTON	CA 370
DIAMONDBACK II/RACHEL LEIGHTON	CA 371
DIAMONDBACK II/RACHEL LEIGHTON	CA 371/2
DIAMONDBACK II/RACHEL LEIGHTON	A 325
DIAMONDBACK II/RACHEL LEIGHTON	CA 372
DIAMONDBACK II/RACHEL LEIGHTON	CA 373
DIAMONDBACK II/RACHEL LEIGHTON	CA 374
DIAMONDBACK II/RACHEL LEIGHTON	CA 375
DIAMONDBACK II/RACHEL LEIGHTON	CA 376
DIAMONDBACK II/RACHEL LEIGHTON	CA 377
DIAMONDBACK II/RACHEL LEIGHTON	CA 378
DIAMONDBACK II/RACHEL LEIGHTON	A 328
DIAMONDBACK II/RACHEL LEIGHTON	CA 379/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 380
DIAMONDBACK II/RACHEL LEIGHTON	CA 381
DIAMONDBACK II/RACHEL LEIGHTON	CA 382
DIAMONDBACK II/RACHEL LEIGHTON	CA 385/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 386/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 387
DIAMONDBACK II/RACHEL LEIGHTON	CA 388
DIAMONDBACK II/RACHEL LEIGHTON	CA 389
DIAMONDBACK II/RACHEL LEIGHTON	CA 390
DIAMONDBACK II/RACHEL LEIGHTON	CA 392
DIAMONDBACK II/RACHEL LEIGHTON	CA 393
DIAMONDBACK II/RACHEL LEIGHTON	CA 394
DIAMONDBACK II/RACHEL LEIGHTON	CA@ 11/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 394/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 395
DIAMONDBACK II/RACHEL LEIGHTON	CA 396
DIAMONDBACK II/RACHEL LEIGHTON	CA 399/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 401
DIAMONDBACK II/RACHEL LEIGHTON	CA 402/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 404/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 405/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 406/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 407/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 408/2
DIAMONDBACK II/RACHEL LEIGHTON	CA 409
DIAMONDBACK II/RACHEL LEIGHTON	CA 410
DIAMONDBACK II/RACHEL LEIGHTON	CA 427
DIAMONDBACK II/RACHEL LEIGHTON	CA 428
DIAMONDBACK II/RACHEL LEIGHTON	CA 429
DIAMONDBACK II/RACHEL LEIGHTON	CA 430
DIAMONDBACK II/RACHEL LEIGHTON	CA 431
DIAMONDBACK II/RACHEL LEIGHTON	CA 432
DIAMONDBACK II/RACHEL LEIGHTON	CA 433
DIAMONDBACK II/RACHEL LEIGHTON	CA 439
DIAMONDBACK II/RACHEL LEIGHTON	CA 440
DIAMONDBACK II/RACHEL LEIGHTON	CA 441
DIAMONDBACK II/RACHEL LEIGHTON	A 388
DIAMONDBACK II/RACHEL LEIGHTON	CV 1
DIAMONDE, YVETTE	FF3 1
DIAMONDE, YVETTE	FF3 20
DIAMONDHEAD/DYKER	NO 3
DIAMONDHEAD/DYKER	NO 6
DIAMONDHEAD/DYKER	NO 7
DIAMONDHEAD/DYKER	NO 8
DIAMONDHEAD/DYKER	NO 10
DIAMONDHEAD/DYKER	NO 22
DIAMONDHEAD/DYKER	NO 23
DIAMONDHEAD/DYKER	NO 24
DIAMONDHEAD/DYKER	NO 25
DIAMONDHEAD/DYKER	FF 206
DIAMONDHEAD/DYKER	FF 208
DIAMONDHEAD/DYKER	FF 209
DIAMONDHEAD/DYKER	NO2 10
DIAMONDHEAD/DYKER	ROM 24
DIAMONDHEAD/DYKER	Q 16
DIAMONDHEAD/DYKER	Q 20
DIBBS, LIONEL	AA2 8
DIBBS, LIONEL	AA2 7
DIBDEB	MAXSEC:DP
DICE/ROB FORTUNE	SKK 1
DICE/ROB FORTUNE	SKK 2
DICE/ROB FORTUNE	SKK 3
DICE/ROB FORTUNE	SKK 4
DICE/ROB FORTUNE	SKK 5
DICHINSON, RICKY	WOSM 81
DIE'ODE/	NW 20
DIEGO, MANUEL	DSDDGN
DIETZ, SUSAN	H2 442
DIGGER	S-W 47
DIGGER	CA 330
DIGGER	CA 331
DIGGER	SOLOA 3/2
DIGGER	WCA2 40
DIGGER	AWC 77
DIGGER	AWC 78
DIGGER	AWC 79
DIGGER II/	ROM 28
DIGGER II/	IM@ 12
DILLON, ANITA	ASM 422
DILLON, BERNIE	NO 1
DILLON, BERNIE	NO 2
DILLON, BERNIE	NO 3
DILLON, BERNIE	NO 4
DILLON, BERNIE	NO 5
DILLON, BERNIE	NO 6
DILLON, BERNIE	NO 8
DILLON, BERNIE	NO 11
DILLON, BERNIE	NO 13
DILLON, BERNIE	NO 14
DILLON, BERNIE	NO 18/2
DILLON, BERNIE	NO 20
DILLON, BERNIE	NO 23
DILLON, JONATHAN	ASM 422
DINAH-SOAR	WCA2 46
DINAH-SOAR	A 309
DINAH-SOAR	AWC 48
DINAH-SOAR	AWC 49
DINAH-SOAR	A@ 19
DINAH-SOAR	AWC 64
DINAH-SOAR	DPOOL3 10
DINAH-SOAR	DPOOL3 11
DINAH-SOAR	TB 15
DINAH-SOAR	TB 16
DINAH-SOAR	TB 17
DINAH-SOAR	TB 25
DINU	INH2 2
DINU	INH2 3
DINU	INH2 5
DINU	INH2 7
DINU	INH2 8
DINU	INH2 10
DINU	INH2 12
DIONYSUS [GREEK GOD]	T 129
DIONYSUS [GREEK GOD]	CHAMP 2
DIONYSUS [GREEK GOD]	CHAMP 3
DIONYSUS [GREEK GOD]	A 281
DIONYSUS [GREEK GOD]	A 283
DIONYSUS [GREEK GOD]	A 284
DIONYSUS [GREEK GOD]	A 285
DIONYSUS [GREEK GOD]	SOLOA 11/2
DIPALMA, JOHNNY	PPTSS 257
DIRECTOR X	AF2 2
DIRGE/	UX 382
DIRKSON, GUS	TB 16
DIRT NAP	W2 95
DIRT NAP	W2 98
DIRT NAP	W2 99
DIRT NAP	W2 100
DIRT NAP	GENX 36
DIRT NAP	GENX 37
DIRT NAP	GENX 38
DIRT NAP	GENX 39
DIRTY WOLFF	DPOOL3 41
DIRTY WOLFF	DPOOL3 42
DIRTY WOLFF	DPOOL3 43
DISCUS	PM 22
DISCUS	PM&IF 50
DISCUS	IM 126
DISCUS	IM 127
DISCUS	PM&IF 110
DISCUS	PPTSS@ 12
DISCUS	WOSM@ 8
DISPROSIUM	A 188
DISPROSIUM	TB 6
DISTORTER	M/SH3 3/3
DIVINITY	ASHEMA
DIVINITY	DOOM
DIVINITY	FF3 25
DIVINITY	FF3 26
DIVINITY	FF3 28
DIVINITY	FF '00
DIXON, GENERAL	IM3 18
DIZZIE	FF3 37
DMITRI	A 102
DMITRI	UX 99
DOC	DHOLD 1
DOC	GR3 31
DOC SAMSON/DR. LEONARD SAMSON	M/TU 102
DOC SAMSON/DR. LEONARD SAMSON	TBOLTS -1
DOC SAMSON/DR. LEONARD SAMSON	H2 141
DOC SAMSON/DR. LEONARD SAMSON	H2 143
DOC SAMSON/DR. LEONARD SAMSON	H2 144
DOC SAMSON/DR. LEONARD SAMSON	H2 146
DOC SAMSON/DR. LEONARD SAMSON	H2 147
DOC SAMSON/DR. LEONARD SAMSON	H2 192
DOC SAMSON/DR. LEONARD SAMSON	H2 193
DOC SAMSON/DR. LEONARD SAMSON	H2 194
DOC SAMSON/DR. LEONARD SAMSON	H2 195
DOC SAMSON/DR. LEONARD SAMSON	H2 196
DOC SAMSON/DR. LEONARD SAMSON	H2 197
DOC SAMSON/DR. LEONARD SAMSON	H2 198
DOC SAMSON/DR. LEONARD SAMSON	H2 199
DOC SAMSON/DR. LEONARD SAMSON	H2 200
DOC SAMSON/DR. LEONARD SAMSON	H2 202
DOC SAMSON/DR. LEONARD SAMSON	H2 203
DOC SAMSON/DR. LEONARD SAMSON	H2 204
DOC SAMSON/DR. LEONARD SAMSON	H2 205
DOC SAMSON/DR. LEONARD SAMSON	H2 206
DOC SAMSON/DR. LEONARD SAMSON	H2 207
DOC SAMSON/DR. LEONARD SAMSON	H2 208
DOC SAMSON/DR. LEONARD SAMSON	H2 209
DOC SAMSON/DR. LEONARD SAMSON	H2 210
DOC SAMSON/DR. LEONARD SAMSON	H2 213
DOC SAMSON/DR. LEONARD SAMSON	H2 216
DOC SAMSON/DR. LEONARD SAMSON	H2 218
DOC SAMSON/DR. LEONARD SAMSON	H2 220
DOC SAMSON/DR. LEONARD SAMSON	H2 221
DOC SAMSON/DR. LEONARD SAMSON	H2 223
DOC SAMSON/DR. LEONARD SAMSON	H2 224
DOC SAMSON/DR. LEONARD SAMSON	H2 225
DOC SAMSON/DR. LEONARD SAMSON	H@ 7
DOC SAMSON/DR. LEONARD SAMSON	H2 226
DOC SAMSON/DR. LEONARD SAMSON	H2 227
DOC SAMSON/DR. LEONARD SAMSON	H2 228
DOC SAMSON/DR. LEONARD SAMSON	H2 229
DOC SAMSON/DR. LEONARD SAMSON	H2 230
DOC SAMSON/DR. LEONARD SAMSON	H2 231
DOC SAMSON/DR. LEONARD SAMSON	H2 233
DOC SAMSON/DR. LEONARD SAMSON	H2 234
DOC SAMSON/DR. LEONARD SAMSON	H2 238
DOC SAMSON/DR. LEONARD SAMSON	H2 246
DOC SAMSON/DR. LEONARD SAMSON	H2 247
DOC SAMSON/DR. LEONARD SAMSON	H2 248
DOC SAMSON/DR. LEONARD SAMSON	H2 249
DOC SAMSON/DR. LEONARD SAMSON	H2 251
DOC SAMSON/DR. LEONARD SAMSON	H2 252
DOC SAMSON/DR. LEONARD SAMSON	H2 253
DOC SAMSON/DR. LEONARD SAMSON	MICRO 29
DOC SAMSON/DR. LEONARD SAMSON	H2 256
DOC SAMSON/DR. LEONARD SAMSON	H2 257
DOC SAMSON/DR. LEONARD SAMSON	H@ 11/2
DOC SAMSON/DR. LEONARD SAMSON	COC 1
DOC SAMSON/DR. LEONARD SAMSON	H2 277
DOC SAMSON/DR. LEONARD SAMSON	H2 278
DOC SAMSON/DR. LEONARD SAMSON	H2 279
DOC SAMSON/DR. LEONARD SAMSON	M/TIO@ 7
DOC SAMSON/DR. LEONARD SAMSON	COH 3
DOC SAMSON/DR. LEONARD SAMSON	A 252
DOC SAMSON/DR. LEONARD SAMSON	H2 314
DOC SAMSON/DR. LEONARD SAMSON	H2 315
DOC SAMSON/DR. LEONARD SAMSON	H2 316
DOC SAMSON/DR. LEONARD SAMSON	H2 317
DOC SAMSON/DR. LEONARD SAMSON	H2 318
DOC SAMSON/DR. LEONARD SAMSON	H2 319
DOC SAMSON/DR. LEONARD SAMSON	H2 320
DOC SAMSON/DR. LEONARD SAMSON	H2 321
DOC SAMSON/DR. LEONARD SAMSON	H2 322
DOC SAMSON/DR. LEONARD SAMSON	H2 323
DOC SAMSON/DR. LEONARD SAMSON	H2 324
DOC SAMSON/DR. LEONARD SAMSON	H2 325
DOC SAMSON/DR. LEONARD SAMSON	H2 326
DOC SAMSON/DR. LEONARD SAMSON	H2 327
DOC SAMSON/DR. LEONARD SAMSON	H2 329
DOC SAMSON/DR. LEONARD SAMSON	H@ 15
DOC SAMSON/DR. LEONARD SAMSON	H2 330
DOC SAMSON/DR. LEONARD SAMSON	H2 331
DOC SAMSON/DR. LEONARD SAMSON	H2 332
DOC SAMSON/DR. LEONARD SAMSON	H2 334
DOC SAMSON/DR. LEONARD SAMSON	H2 337
DOC SAMSON/DR. LEONARD SAMSON	H2 380
DOC SAMSON/DR. LEONARD SAMSON	H@ 16/3
DOC SAMSON/DR. LEONARD SAMSON	M/SH3 6
DOC SAMSON/DR. LEONARD SAMSON	M/SH3 7
DOC SAMSON/DR. LEONARD SAMSON	H2 365
DOC SAMSON/DR. LEONARD SAMSON	H2 366
DOC SAMSON/DR. LEONARD SAMSON	H2 368
DOC SAMSON/DR. LEONARD SAMSON	H2 370
DOC SAMSON/DR. LEONARD SAMSON	H2 373
DOC SAMSON/DR. LEONARD SAMSON	H2 376
DOC SAMSON/DR. LEONARD SAMSON	H2 377
DOC SAMSON/DR. LEONARD SAMSON	H2 379
DOC SAMSON/DR. LEONARD SAMSON	Q 29
DOC SAMSON/DR. LEONARD SAMSON	H@ 18/4
DOC SAMSON/DR. LEONARD SAMSON	H@ 20/2
DOC SAMSON/DR. LEONARD SAMSON	H2 425
DOC SAMSON/DR. LEONARD SAMSON	H2 426
DOC SAMSON/DR. LEONARD SAMSON	DE:O
DOC SAMSON/DR. LEONARD SAMSON	PUN3 1
DOC SAMSON/DR. LEONARD SAMSON	DS 1
DOC SAMSON/DR. LEONARD SAMSON	DS 2
DOC SAMSON/DR. LEONARD SAMSON	DS 3
DOC SAMSON/DR. LEONARD SAMSON	DS 4
DOC SAMSON/DR. LEONARD SAMSON	H2 440
DOC SAMSON/DR. LEONARD SAMSON	H2 441
DOC SAMSON/DR. LEONARD SAMSON	H2 442
DOC SAMSON/DR. LEONARD SAMSON	H@ '97
DOC SAMSON/DR. LEONARD SAMSON	HR:R 2
DOC SAMSON/DR. LEONARD SAMSON	H2 462
DOC SAMSON/DR. LEONARD SAMSON	H2 465
DOC SAMSON/DR. LEONARD SAMSON	H2 466
DOC SAMSON/DR. LEONARD SAMSON	H2 467
DOC SAMSON/DR. LEONARD SAMSON	H2 470
DOC SAMSON/DR. LEONARD SAMSON	H2 471
DOC SAMSON/DR. LEONARD SAMSON	H3 11
DOC SAMSON/DR. LEONARD SAMSON	H3 16
DOC SAMSON/DR. LEONARD SAMSON	H3 17
DOC SAMSON/DR. LEONARD SAMSON	H3 18
DOC SAMSON/DR. LEONARD SAMSON	H3 19
DOC SAMSON/DR. LEONARD SAMSON	H3 20
DOC SAMSON/DR. LEONARD SAMSON	H3 24
DOC SAMSON/DR. LEONARD SAMSON	H3 25
DOC SAMSON/DR. LEONARD SAMSON	H3 26
DOC SAMSON/DR. LEONARD SAMSON	DEF2 2
DOC SAMSON/DR. LEONARD SAMSON	DEF2 5
DOC SAMSON/DR. LEONARD SAMSON	H3 29
DOC SAMSON/DR. LEONARD SAMSON	H3 30
DOC SAMSON | MUTANT X-VERSE	MX '99
DOCKERY, RUPERT	S-W 26
DOCKERY, RUPERT	S-W 27
DOCKERY, RUPERT	S-W 28
DOCKERY, RUPERT	S-W 29
DOCKERY, RUPERT	S-W 30
DOCKERY, RUPERT	ASM 208
DOCTOR DREDD	ROM 38
DOCTOR DREDD	ROM 39
DOCTOR DREDD	ROM 40
DOCTOR DREDD	ROM 41
DOCTOR DREDD	ROM 43
DOCTOR MANDIBUS	SS3 70
DOCTOR MANDIBUS	SS3 71
DOCTOR MANDIBUS	SS3 72
DOCTOR, DR. JOSHUA	LSHOT2 1
DOGGEREL	OE 7
DOLAN, CAPT. THOMAS	GR3 -1
DOLAN, CAPT. THOMAS	GR3 1
DOLAN, CAPT. THOMAS	GR3 3
DOLAN, CAPT. THOMAS	GR3 10
DOLAN, CAPT. THOMAS	GR3 21
DOLAN, CAPT. THOMAS	GR3 25
DOLAN, CAPT. THOMAS	GR3 28
DOLAN, CAPT. THOMAS	GR3 30
DOLAN, STACY	GR3 -1
DOLAN, STACY	GR3 1
DOLAN, STACY	GR3 2
DOLAN, STACY	GR3 5
DOLAN, STACY	GR3 7
DOLAN, STACY	GR3 8
DOLAN, STACY	GR3 9
DOLAN, STACY	GR3 10
DOLAN, STACY	GR3 11
DOLAN, STACY	GR3 13
DOLAN, STACY	GR3 16
DOLAN, STACY	GR3 19
DOLAN, STACY	GR3 21
DOLAN, STACY	GR3 22
DOLAN, STACY	GR3 24
DOLAN, STACY	GR3 25
DOLAN, STACY	GR3 28
DOLAN, STACY	GR3 30
DOLAN, STACY	OE 4
DOLLAR BILL	DEF 51
DOLLAR BILL	DEF 52
DOLLAR BILL	DEF 54
DOLLAR BILL	DEF 58
DOLLAR BILL	DEF 59
DOLLAR BILL	DEF 60
DOLLAR BILL	DEF 61
DOLLAR BILL	DEF 62
DOLLAR BILL	DEF 65
DOLLAR BILL	DEF 70
DOLLAR BILL	DEF 71
DOLLAR BILL	DEF 72
DOLLAR BILL	DEF 73
DOLLAR BILL	DEF 74
DOLLAR BILL	DEF 75
DOLLAR BILL	DD 234
DOLLAR BILL	ASPOT 29
DOLMAN	ASM2 3
DOLMAN	PPSM2 3
DOLMAN	S-W3 3
DOLMAN	S-W3 4
DOMANI, DINO	AWC@ 6/3
DOMINA	X 106
DOMINA	X 102
DOMINA	X 99
DOMINA	X 100
DOMINA	X 101
DOMINA	GAM3 22
DOMINA	X 110
DOMINEX	A3 12
DOMINO	RH 4/2
DOMINO	RH 5/2
DOMINO	RH 6/2
DOMINO II	CA 320
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 8
DOMINO III/BEATRICE/TAMARA WINTER 	C 1
DOMINO III/BEATRICE/TAMARA WINTER 	C 2
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 11
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 13
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 14
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 15
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 35
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 36
DOMINO III/BEATRICE/TAMARA WINTER 	XFOR 37
